oilrate
82.18
240
138
40
42.5
36.08
34.35
35.59
31.98
35.8
30.75
30.34
30.72
31.48
27.88
30
30.4
33
26.61
24.06
23.81
19.56
1.9
41.43
36.4
27.23
27.64
24.64
24.22
19.34
13.51
11.93
0
0
0
0
37.95
26.3
24.3
26.3
9.99
11.95
11.94
11.92
10.64
11.94
12.92
13.97
11.96
11.96
12
11.63
15.97
15.95
12
12
10
10
11.75
12
9.94
0
0
0
0
8
8
1.5
0
0
10
9.99
9.99
6.03
6.02
6.08
7.98
7.98
6
6
5.99
4.89
5.99
6
5.98
10
12
10
4.78
5.46
6.1
6.09
6.05
4
4.98
3.2
2
0.35
0
0
0
0
0
0
0
0
0
0
0
12
16
12
14
12
10
12
12
12
10
10
8
5.81
7.61
8.09
0
0
6.61
8
8
12
10.8
9.96
10.99
9.99
4.2
14.66
7.66
12.87
12.2
11.99
11.99
11.95
12
12
9.46
10
10
11.96
9.79
11.44
7.97
9.99
9.99
0
7.94
0
0
9.06
10
10
9.3
11
9.91
9.99
10.98
10.98
10.98
10.99
11.99
9.99
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5.69
3.39
3
0
0
0
3.06
1.8
0
0
2
0
0
0
0

0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.65
1
16.86
13.31
12.32
13.6
9.77
6.34
5.5
5.94
5.2
3.74
3.44
3.62
3.42
3.01
2.9
4.68
4.22
3.99
2.34
2.56
2.2
2.1
2.2
2.33
2.27
1.98
2.44
3.48
3.98
3.76
4.14
3.9
3.44
3.18
2.49
2.41
2.7
2.61
2.75
3.38
3.77
3.48
3.31
3.43
2.42
3.2
3.38
3.52
3.3
4.46
4.9
5.55
6.51
7.16
6.83
6.43
11.29
9.9
10.03
10.12
9.84
8.35
8.23
10.73
9.9
8.62
9.63
9.49
8.19
8.74
9.07
0.73
1.57
5.9
6.33
6.99
7.46
8.14
7.99
7.99
6.49
7.79
8.43
8.65
8.07
7.05
6.6
6.84
5.52
4.92
3.88
3.2
3.2
2.5
2.4
2.35
4.65
5.91
6.05
6.61
6.61
6.36
6.55
6.93
6.18
6.18
3.98
2.26
2.63
4.12
3.28
4.4
4.36
4.5
4.37
3.99
2.61
1.28
1.6
1.22
1.75
0.81
3.32
3.26
4.17
4.52
3.59
3.78
3.59
3.59
3.16
3.98
3.49
2.4
2.1
2.07
1.88
1.95
1.88
1.68
2.36
1.62
1.68
1.52
1.83
1.96
1.49
2.31
1.91
3.02
1.83
1.28
2.06
1.32
1.85
1.28
1.76
1.89
2.1
2.1
2.31
2.6
2.92
2.77
3.42
3.6
2.29
0.73
0.92
1.37
0.7
0.46
0.65
0.56
0.03
0
0
0
0
0
0
0
0
0
0
0
0
3.2
0
1.66
1.63
0.97
0.38
0
0
0.52
0.94
0.63
0.49
0.7
1.36
1.82
1.92
1.09
1.07
1.35
1.41
1.09
0.68
1.1
0.94
1.03
0.63
0.94
0.94
0.53
1.04
